date,value
17-04-2012,81
18-04-2012,126
19-04-2012,163
20-04-2012,199
21-04-2012,150
22-04-2012,242
23-04-2012,82
24-04-2012,98
25-04-2012,78
26-04-2012,104
27-04-2012,157
28-04-2012,149
29-04-2012,115
30-04-2012,80
01-05-2012,155
02-05-2012,78
03-05-2012,105
04-05-2012,109
05-05-2012,252
06-05-2012,122
07-05-2012,114
08-05-2012,169
09-05-2012,68
10-05-2012,123
11-05-2012,183
12-05-2012,229
13-05-2012,153
14-05-2012,89
15-05-2012,119
16-05-2012,106
17-05-2012,102
18-05-2012,155
19-05-2012,204
20-05-2012,137
21-05-2012,100
22-05-2012,112
23-05-2012,118
24-05-2012,146
25-05-2012,169
26-05-2012,182
27-05-2012,118
28-05-2012,129
29-05-2012,79
30-05-2012,81
31-05-2012,155
01-06-2012,175
02-06-2012,143
03-06-2012,147
04-06-2012,91
05-06-2012,150
06-06-2012,172
07-06-2012,155
08-06-2012,161
09-06-2012,276
10-06-2012,238
11-06-2012,172
12-06-2012,106
13-06-2012,116
14-06-2012,185
15-06-2012,247
16-06-2012,188
17-06-2012,212
18-06-2012,167
19-06-2012,156
20-06-2012,51
21-06-2012,0
22-06-2012,0
23-06-2012,268
24-06-2012,295
25-06-2012,141
26-06-2012,170
27-06-2012,192
28-06-2012,238
29-06-2012,236
30-06-2012,247
01-07-2012,220
02-07-2012,240
03-07-2012,346
04-07-2012,383
05-07-2012,150
06-07-2012,386
07-07-2012,357
08-07-2012,215
09-07-2012,186
10-07-2012,243
11-07-2012,205
12-07-2012,298
13-07-2012,240
14-07-2012,260
15-07-2012,303
16-07-2012,188
17-07-2012,244
18-07-2012,194
19-07-2012,222
20-07-2012,321
21-07-2012,328
22-07-2012,363
23-07-2012,206
24-07-2012,196
25-07-2012,207
26-07-2012,213
27-07-2012,281
28-07-2012,240
29-07-2012,333
30-07-2012,283
31-07-2012,203
01-08-2012,135
02-08-2012,253
03-08-2012,298
04-08-2012,281
05-08-2012,261
06-08-2012,192
07-08-2012,143
08-08-2012,147
09-08-2012,270
10-08-2012,243
11-08-2012,300
12-08-2012,239
13-08-2012,197
14-08-2012,181
15-08-2012,201
16-08-2012,220
17-08-2012,224
18-08-2012,297
19-08-2012,246
20-08-2012,254
21-08-2012,130
22-08-2012,265
23-08-2012,246
24-08-2012,243
25-08-2012,320
26-08-2012,236
27-08-2012,160
28-08-2012,176
29-08-2012,203
30-08-2012,138
31-08-2012,182
01-09-2012,291
02-09-2012,197
03-09-2012,319
04-09-2012,159
05-09-2012,142
06-09-2012,173
07-09-2012,273
08-09-2012,272
09-09-2012,282
10-09-2012,272
11-09-2012,260
12-09-2012,295
13-09-2012,200
14-09-2012,238
15-09-2012,225
16-09-2012,299
17-09-2012,283
18-09-2012,234
19-09-2012,193
20-09-2012,210
21-09-2012,346
22-09-2012,321
23-09-2012,198
24-09-2012,258
25-09-2012,193
26-09-2012,254
27-09-2012,275
28-09-2012,313
29-09-2012,411
30-09-2012,296
01-10-2012,162
02-10-2012,173
03-10-2012,80
04-10-2012,8
05-10-2012,0
06-10-2012,282
07-10-2012,328
08-10-2012,303
09-10-2012,224
10-10-2012,248
11-10-2012,237
12-10-2012,289
13-10-2012,337
14-10-2012,328
15-10-2012,147
16-10-2012,184
17-10-2012,220
18-10-2012,214
19-10-2012,342
20-10-2012,323
21-10-2012,253
22-10-2012,200
23-10-2012,80
24-10-2012,0
25-10-2012,0
26-10-2012,0
27-10-2012,279
28-10-2012,177
29-10-2012,127
30-10-2012,194
31-10-2012,132
01-11-2012,181
02-11-2012,214
03-11-2012,264
04-11-2012,259
05-11-2012,165
06-11-2012,173
07-11-2012,205
08-11-2012,168
09-11-2012,226
10-11-2012,287
11-11-2012,262
12-11-2012,178
13-11-2012,119
14-11-2012,143
15-11-2012,152
16-11-2012,212
17-11-2012,202
18-11-2012,224
19-11-2012,187
20-11-2012,243
21-11-2012,308
22-11-2012,361
23-11-2012,0
24-11-2012,207
25-11-2012,164
26-11-2012,113
27-11-2012,106
28-11-2012,168
29-11-2012,165
30-11-2012,188
01-12-2012,316
02-12-2012,237
03-12-2012,184
04-12-2012,212
05-12-2012,226
06-12-2012,164
07-12-2012,320
08-12-2012,249
09-12-2012,221
10-12-2012,224
11-12-2012,167
12-12-2012,173
13-12-2012,196
14-12-2012,190
15-12-2012,269
16-12-2012,218
17-12-2012,183
18-12-2012,162
19-12-2012,165
20-12-2012,164
21-12-2012,189
22-12-2012,290
23-12-2012,396
24-12-2012,546
25-12-2012,0
26-12-2012,219
27-12-2012,191
28-12-2012,215
29-12-2012,258
30-12-2012,366
31-12-2012,485
01-01-2013,0
02-01-2013,224
03-01-2013,241
04-01-2013,232
05-01-2013,301
06-01-2013,270
07-01-2013,188
08-01-2013,215
09-01-2013,197
10-01-2013,245
11-01-2013,214
12-01-2013,351
13-01-2013,281
14-01-2013,206
15-01-2013,158
16-01-2013,191
17-01-2013,170
18-01-2013,224
19-01-2013,362
20-01-2013,255
21-01-2013,237
22-01-2013,63
23-01-2013,0
24-01-2013,0
25-01-2013,0
26-01-2013,208
27-01-2013,208
28-01-2013,127
29-01-2013,148
30-01-2013,109
31-01-2013,136
01-02-2013,257
02-02-2013,268
03-02-2013,300
04-02-2013,118
05-02-2013,88
06-02-2013,93
07-02-2013,148
08-02-2013,188
09-02-2013,167
10-02-2013,105
11-02-2013,172
12-02-2013,93
13-02-2013,173
14-02-2013,105
15-02-2013,177
16-02-2013,189
17-02-2013,174
18-02-2013,117
19-02-2013,109
20-02-2013,125
21-02-2013,130
22-02-2013,181
23-02-2013,169
24-02-2013,157
25-02-2013,113
26-02-2013,120
27-02-2013,88
28-02-2013,117
01-03-2013,150
02-03-2013,188
03-03-2013,125
04-03-2013,114
05-03-2013,131
06-03-2013,130
07-03-2013,154
08-03-2013,182
09-03-2013,193
10-03-2013,177
11-03-2013,147
12-03-2013,114
13-03-2013,154
14-03-2013,177
15-03-2013,192
16-03-2013,278
17-03-2013,180
18-03-2013,147
19-03-2013,122
20-03-2013,129
21-03-2013,85
22-03-2013,198
23-03-2013,219
24-03-2013,129
25-03-2013,147
26-03-2013,134
27-03-2013,153
28-03-2013,171
29-03-2013,233
30-03-2013,261
31-03-2013,144
01-04-2013,136
02-04-2013,101
03-04-2013,129
04-04-2013,137
05-04-2013,212
06-04-2013,249
07-04-2013,193
08-04-2013,138
09-04-2013,115
10-04-2013,142
11-04-2013,232
12-04-2013,193
13-04-2013,192
14-04-2013,146
15-04-2013,137
16-04-2013,156
17-04-2013,145
18-04-2013,147
19-04-2013,156
20-04-2013,187
21-04-2013,174
22-04-2013,155
23-04-2013,108
24-04-2013,132
25-04-2013,160
26-04-2013,157
27-04-2013,276
28-04-2013,146
29-04-2013,114
30-04-2013,126
01-05-2013,194
02-05-2013,173
03-05-2013,173
04-05-2013,266
05-05-2013,175
06-05-2013,143
07-05-2013,140
08-05-2013,126
09-05-2013,171
10-05-2013,187
11-05-2013,256
12-05-2013,215
13-05-2013,130
14-05-2013,146
15-05-2013,134
16-05-2013,157
17-05-2013,196
18-05-2013,198
19-05-2013,150
20-05-2013,148
21-05-2013,131
22-05-2013,129
23-05-2013,163
24-05-2013,179
25-05-2013,191
26-05-2013,143
27-05-2013,152
28-05-2013,157
29-05-2013,80
30-05-2013,124
31-05-2013,168
01-06-2013,228
02-06-2013,211
03-06-2013,195
04-06-2013,122
05-06-2013,119
06-06-2013,182
07-06-2013,192
08-06-2013,203
09-06-2013,177
10-06-2013,160
11-06-2013,159
12-06-2013,107
13-06-2013,154
14-06-2013,264
15-06-2013,278
16-06-2013,213
17-06-2013,249
18-06-2013,145
19-06-2013,101
20-06-2013,189
21-06-2013,252
22-06-2013,227
23-06-2013,225
24-06-2013,131
25-06-2013,145
26-06-2013,169
27-06-2013,176
28-06-2013,231
29-06-2013,324
30-06-2013,202
01-07-2013,225
02-07-2013,203
03-07-2013,325
04-07-2013,294
05-07-2013,210
06-07-2013,214
07-07-2013,204
08-07-2013,115
09-07-2013,125
10-07-2013,207
11-07-2013,144
12-07-2013,202
13-07-2013,212
14-07-2013,173
15-07-2013,184
16-07-2013,102
17-07-2013,120
18-07-2013,143
19-07-2013,122
20-07-2013,252
21-07-2013,193
22-07-2013,125
23-07-2013,126
24-07-2013,91
25-07-2013,185
26-07-2013,230
27-07-2013,227
28-07-2013,118
29-07-2013,88
30-07-2013,155
31-07-2013,93
01-08-2013,173
02-08-2013,139
03-08-2013,217
04-08-2013,171
05-08-2013,136
06-08-2013,143
07-08-2013,115
08-08-2013,115
09-08-2013,219
10-08-2013,226
11-08-2013,198
12-08-2013,136
13-08-2013,113
14-08-2013,100
15-08-2013,172
16-08-2013,182
17-08-2013,0
18-08-2013,3
19-08-2013,91
20-08-2013,165
21-08-2013,217
22-08-2013,216
23-08-2013,709
24-08-2013,544
25-08-2013,381
26-08-2013,272
27-08-2013,337
28-08-2013,384
29-08-2013,489
30-08-2013,504
31-08-2013,532
01-09-2013,498
02-09-2013,469
03-09-2013,250
04-09-2013,239
05-09-2013,300
06-09-2013,340
07-09-2013,439
08-09-2013,357
09-09-2013,310
10-09-2013,491
11-09-2013,620
12-09-2013,613
13-09-2013,709
14-09-2013,763
15-09-2013,470
16-09-2013,554
17-09-2013,305
18-09-2013,290
19-09-2013,228
20-09-2013,335
21-09-2013,303
22-09-2013,289
23-09-2013,235
24-09-2013,310
25-09-2013,260
26-09-2013,331
27-09-2013,362
28-09-2013,0
29-09-2013,0
30-09-2013,151
01-10-2013,137
02-10-2013,169
03-10-2013,98
04-10-2013,244
05-10-2013,292
06-10-2013,196
07-10-2013,155
08-10-2013,151
09-10-2013,120
10-10-2013,135
11-10-2013,154
12-10-2013,216
13-10-2013,235
14-10-2013,134
15-10-2013,129
16-10-2013,113
17-10-2013,149
18-10-2013,192
19-10-2013,184
20-10-2013,219
21-10-2013,99
22-10-2013,101
23-10-2013,132
24-10-2013,104
25-10-2013,165
26-10-2013,165
27-10-2013,133
28-10-2013,268
29-10-2013,86
30-10-2013,107
31-10-2013,103
01-11-2013,165
02-11-2013,210
03-11-2013,159
04-11-2013,115
05-11-2013,105
06-11-2013,111
07-11-2013,164
08-11-2013,166
09-11-2013,0
10-11-2013,0
11-11-2013,391
12-11-2013,257
13-11-2013,0
14-11-2013,0
15-11-2013,0
16-11-2013,5
17-11-2013,2
18-11-2013,0
19-11-2013,6
20-11-2013,3
21-11-2013,1
22-11-2013,14
23-11-2013,6
24-11-2013,2
25-11-2013,2
26-11-2013,4
27-11-2013,9
28-11-2013,1
29-11-2013,0
30-11-2013,0
01-12-2013,0
02-12-2013,461
03-12-2013,317
04-12-2013,328
05-12-2013,258
06-12-2013,275
07-12-2013,374
08-12-2013,7
09-12-2013,1
10-12-2013,1
11-12-2013,2
12-12-2013,0
13-12-2013,7
14-12-2013,2
15-12-2013,0
16-12-2013,5
17-12-2013,10
18-12-2013,0
19-12-2013,2
20-12-2013,1
21-12-2013,0
22-12-2013,0
23-12-2013,0
24-12-2013,0
25-12-2013,0
26-12-2013,179
27-12-2013,205
28-12-2013,205
29-12-2013,177
30-12-2013,261
31-12-2013,446
01-01-2014,90
02-01-2014,110
03-01-2014,201
04-01-2014,202
05-01-2014,206
06-01-2014,55
07-01-2014,0
08-01-2014,0
09-01-2014,0
10-01-2014,0
11-01-2014,168
12-01-2014,121
13-01-2014,85
14-01-2014,95
15-01-2014,126
16-01-2014,118
17-01-2014,211
18-01-2014,211
19-01-2014,149
20-01-2014,47
21-01-2014,73
22-01-2014,112
23-01-2014,109
24-01-2014,159
25-01-2014,175
26-01-2014,168
27-01-2014,119
28-01-2014,63
29-01-2014,71
30-01-2014,116
31-01-2014,128
01-02-2014,137
02-02-2014,221
03-02-2014,147
04-02-2014,127
05-02-2014,90
06-02-2014,111
07-02-2014,1
08-02-2014,3
09-02-2014,0
10-02-2014,0
11-02-2014,0
12-02-2014,0
13-02-2014,7
14-02-2014,3
15-02-2014,7
16-02-2014,2
17-02-2014,4
18-02-2014,4
19-02-2014,1
20-02-2014,10
21-02-2014,3
22-02-2014,4
23-02-2014,5
24-02-2014,0
25-02-2014,21
26-02-2014,5
27-02-2014,3
28-02-2014,3
01-03-2014,7
02-03-2014,2
03-03-2014,2
04-03-2014,12
05-03-2014,0
06-03-2014,0
07-03-2014,5
08-03-2014,0
09-03-2014,376
10-03-2014,200
11-03-2014,114
12-03-2014,112
13-03-2014,121
14-03-2014,116
15-03-2014,154
16-03-2014,188
17-03-2014,121
18-03-2014,88
19-03-2014,87
20-03-2014,127
21-03-2014,160
22-03-2014,195
23-03-2014,150
24-03-2014,106
25-03-2014,54
26-03-2014,93
27-03-2014,81
28-03-2014,125
29-03-2014,159
30-03-2014,145
31-03-2014,78
01-04-2014,86
02-04-2014,106
03-04-2014,112
04-04-2014,177
05-04-2014,217
06-04-2014,116
07-04-2014,98
08-04-2014,168
09-04-2014,142
10-04-2014,140
11-04-2014,162
12-04-2014,200
13-04-2014,136
14-04-2014,75
15-04-2014,120
16-04-2014,118
17-04-2014,93
18-04-2014,120
19-04-2014,243
20-04-2014,245
21-04-2014,80
22-04-2014,84
23-04-2014,130
24-04-2014,120
25-04-2014,94
26-04-2014,216
27-04-2014,153
28-04-2014,176
29-04-2014,86
30-04-2014,134
01-05-2014,141
02-05-2014,205
03-05-2014,160
04-05-2014,114
05-05-2014,143
06-05-2014,92
07-05-2014,69
08-05-2014,112
09-05-2014,192
10-05-2014,226
11-05-2014,162
12-05-2014,123
13-05-2014,2
14-05-2014,0
15-05-2014,0
16-05-2014,0
17-05-2014,28
18-05-2014,2
19-05-2014,8
20-05-2014,0
21-05-2014,0
22-05-2014,2
23-05-2014,9
24-05-2014,3
25-05-2014,43
26-05-2014,0
27-05-2014,3
28-05-2014,5
29-05-2014,9
30-05-2014,5
31-05-2014,3
01-06-2014,2
02-06-2014,5
03-06-2014,2
04-06-2014,0
05-06-2014,2
06-06-2014,4
07-06-2014,0
08-06-2014,0
09-06-2014,0
10-06-2014,0
11-06-2014,147
12-06-2014,184
13-06-2014,203
14-06-2014,203
15-06-2014,168
16-06-2014,103
17-06-2014,110
18-06-2014,102
19-06-2014,110
20-06-2014,169
21-06-2014,245
22-06-2014,126
23-06-2014,120
24-06-2014,103
25-06-2014,79
26-06-2014,149
27-06-2014,150
28-06-2014,195
29-06-2014,109
30-06-2014,88
01-07-2014,144
02-07-2014,106
03-07-2014,207
04-07-2014,229
05-07-2014,138
06-07-2014,157
07-07-2014,107
08-07-2014,123
09-07-2014,132
10-07-2014,165
11-07-2014,165
12-07-2014,181
13-07-2014,134
14-07-2014,103
15-07-2014,129
16-07-2014,111
17-07-2014,113
18-07-2014,226
19-07-2014,276
20-07-2014,115
21-07-2014,114
22-07-2014,106
23-07-2014,76
24-07-2014,114
25-07-2014,172
26-07-2014,165
27-07-2014,152
28-07-2014,106
29-07-2014,98
30-07-2014,120
31-07-2014,119
01-08-2014,182
02-08-2014,174
03-08-2014,164
04-08-2014,91
05-08-2014,152
06-08-2014,76
07-08-2014,94
08-08-2014,206
09-08-2014,174
10-08-2014,112
11-08-2014,96
12-08-2014,99
13-08-2014,96
14-08-2014,115
15-08-2014,185
16-08-2014,143
17-08-2014,147
18-08-2014,106
19-08-2014,87
20-08-2014,76
21-08-2014,129
22-08-2014,198
23-08-2014,147
24-08-2014,124
25-08-2014,116
26-08-2014,68
27-08-2014,82
28-08-2014,114
29-08-2014,151
30-08-2014,216
31-08-2014,104
01-09-2014,141
02-09-2014,135
03-09-2014,78
04-09-2014,121
05-09-2014,179
06-09-2014,208
07-09-2014,169
08-09-2014,85
09-09-2014,87
10-09-2014,107
11-09-2014,146
12-09-2014,268
13-09-2014,234
14-09-2014,83
15-09-2014,117
16-09-2014,105
17-09-2014,149
18-09-2014,208
19-09-2014,176
20-09-2014,291
21-09-2014,169
22-09-2014,152
23-09-2014,139
24-09-2014,119
25-09-2014,93
26-09-2014,246
27-09-2014,197
28-09-2014,130
29-09-2014,141
30-09-2014,121
01-10-2014,111
02-10-2014,131
03-10-2014,193
04-10-2014,286
05-10-2014,233
06-10-2014,102
07-10-2014,123
08-10-2014,243
09-10-2014,132
10-10-2014,254
11-10-2014,180
12-10-2014,131
13-10-2014,93
14-10-2014,92
15-10-2014,55
16-10-2014,1
17-10-2014,0
18-10-2014,130
19-10-2014,181
20-10-2014,116
21-10-2014,125
22-10-2014,84
23-10-2014,110
24-10-2014,143
25-10-2014,116
26-10-2014,120
27-10-2014,134
28-10-2014,94
29-10-2014,95
30-10-2014,140
31-10-2014,200
01-11-2014,186
02-11-2014,137
03-11-2014,90
04-11-2014,155
05-11-2014,85
06-11-2014,95
07-11-2014,155
08-11-2014,126
09-11-2014,137
10-11-2014,145
11-11-2014,99
12-11-2014,72
13-11-2014,148
14-11-2014,178
15-11-2014,76
16-11-2014,98
17-11-2014,106
18-11-2014,83
19-11-2014,76
20-11-2014,85
21-11-2014,120
22-11-2014,132
23-11-2014,126
24-11-2014,104
25-11-2014,148
26-11-2014,287
27-11-2014,257
28-11-2014,103
29-11-2014,167
30-11-2014,135
01-12-2014,0
02-12-2014,0
03-12-2014,0
04-12-2014,0
05-12-2014,0
06-12-2014,2
07-12-2014,0
08-12-2014,0
09-12-2014,0
10-12-2014,4
11-12-2014,0
12-12-2014,0
13-12-2014,24
14-12-2014,1
15-12-2014,6
16-12-2014,1
17-12-2014,1
18-12-2014,0
19-12-2014,0
20-12-2014,6
21-12-2014,2
22-12-2014,0
23-12-2014,0
24-12-2014,0
25-12-2014,0
26-12-2014,1
27-12-2014,0
28-12-2014,1
29-12-2014,3
30-12-2014,2
31-12-2014,0
01-01-2015,0
02-01-2015,0
03-01-2015,0
04-01-2015,0
05-01-2015,59
06-01-2015,119
07-01-2015,43
08-01-2015,83
09-01-2015,154
10-01-2015,171
11-01-2015,127
12-01-2015,89
13-01-2015,103
14-01-2015,107
15-01-2015,88
16-01-2015,114
17-01-2015,149
18-01-2015,145
19-01-2015,102
20-01-2015,82
21-01-2015,105
22-01-2015,131
23-01-2015,167
24-01-2015,182
25-01-2015,111
26-01-2015,76
27-01-2015,77
28-01-2015,60
29-01-2015,84
30-01-2015,135
31-01-2015,173
01-02-2015,194
02-02-2015,148
03-02-2015,57
04-02-2015,91
05-02-2015,140
06-02-2015,132
07-02-2015,213
08-02-2015,173
09-02-2015,72
10-02-2015,113
11-02-2015,69
12-02-2015,0
13-02-2015,0
14-02-2015,0
15-02-2015,2
16-02-2015,3
17-02-2015,2
18-02-2015,5
19-02-2015,0
20-02-2015,0
21-02-2015,6
22-02-2015,0
23-02-2015,0
24-02-2015,1
25-02-2015,0
26-02-2015,1
27-02-2015,2
28-02-2015,0
01-03-2015,2
02-03-2015,2
03-03-2015,2
04-03-2015,2
05-03-2015,1
06-03-2015,0
07-03-2015,0
08-03-2015,0
09-03-2015,0
10-03-2015,0
11-03-2015,0
12-03-2015,166
13-03-2015,265
14-03-2015,257
15-03-2015,189
16-03-2015,74
17-03-2015,85
18-03-2015,74
19-03-2015,72
20-03-2015,99
21-03-2015,115
22-03-2015,105
23-03-2015,60
24-03-2015,62
25-03-2015,62
26-03-2015,114
27-03-2015,111
28-03-2015,101
29-03-2015,96
30-03-2015,79
31-03-2015,70
01-04-2015,64
02-04-2015,95
03-04-2015,141
04-04-2015,159
05-04-2015,176
06-04-2015,82
07-04-2015,72
08-04-2015,109
09-04-2015,89
10-04-2015,128
11-04-2015,116
12-04-2015,131
13-04-2015,62
14-04-2015,79
15-04-2015,104
16-04-2015,129
17-04-2015,161
18-04-2015,192
19-04-2015,141
20-04-2015,63
21-04-2015,80
22-04-2015,127
23-04-2015,68
24-04-2015,130
25-04-2015,205
26-04-2015,139
27-04-2015,113
28-04-2015,119
29-04-2015,96
30-04-2015,118
01-05-2015,183
